sportnik,drzava,kvota
Elizabeth Warren,Dem,201.00
Ben Carson,Rep,201.00
John Kasich,Rep,201.00
Carly Fiorina,Rep,201.00
Rand Paul,Rep,301.00
Paul Ryan,Rep,301.00
Mike Huckabee,Rep,301.00
Les Gillett,ENG,1.20
Jason Parkinson,ENG,4.00
Mark Dawes,ENG,1.20
Jamie Smith,AUS,4.00
Alex Marshall,SCO,1.10
Gary Kelly,IRL,5.70
Nick Brett,ENG,1.09
James Rippley,ENG,6.00
Petter Elisassen,NOR,3.00
Johan Olsson,SWE,6.00
Johan Kjolstad,NOR,6.00
John Kristian Dahl,NOR,11.00
Daniel Richardsson,SWE,12.00
Oestein Pettersen,NOR,12.00
Simen Ostensen,NOR,15.00
Tord Asle Gjerdalen,NOR,15.00
Joergen Aukland,NOR,21.00
Joergen Brink,SWE,21.00
Eldar R&#248;nning,NOR,21.00
Jens Eriksson,SWE,34.00
Lukas Bauer,CZE,34.00
Morten Eide Pedersen,NOR,34.00
Audun Laugaland,NOR,34.00
Bill Impola,SWE,51.00
Stanislav Rezac,CZE,51.00
Jerry Ahrlin,SWE,51.00
Jimmie Johnsson,SWE,51.00
Therese Johaug,NOR,1.80
Marit Bjorgen,NOR,2.90
Ingvild Flugstad Oestberg,NOR,10.00
Heidi Weng,NOR,10.00
Charlotte Kalla,SWE,13.00
Kerttu Niskanen,FIN,34.00
Astrid Jacobsen,NOR,34.00
Krista Parmakoski,FIN,34.00
Ragnhild Haga,NOR,34.00
Stina Nilsson,SWE,51.00
Anne Kylloenen,FIN,51.00
Denise Herrmann,GER,101.00
Jessica Diggins,USA,101.00
Martin Johnsrud Sundby,NOR,1.55
Finn Hagen Krogh,NOR,6.00
Sergei Ustiugov,RUS,10.00
Dario Cologna,SUI,12.00
Petter Northug,NOR,15.00
Didrik Toenseth,NOR,17.00
Alexander Legkov,RUS,21.00
Marcus Hellner,SWE,26.00
Sjur Roethe,NOR,26.00
Calle Halfvarsson,SWE,26.00
Alexey Poltoranin,KAZ,26.00
Alex Harvey,CAN,67.00
Niklas Dyrhaug,NOR,67.00
Evgeniy Belov,RUS,67.00
Maurice Manificat,FRA,67.00
Maxim Vylegzhanin,RUS,67.00
Hikaru Nakamura,USA,4.50
Levon Aronian,ARM,4.50
Fabiano Caruana,USA,5.50
Anish Giri,NED,5.50
Viswanathan Anand,IND,7.25
Sergey Karjakin,RUS,7.25
Veselin Topalov,BUL,7.25
Peter Svidler,RUS,13.00
Magnus Carlsen,NOR,1.35
Dinamo Bobruisk,U20,7.00
